"BookID","Title","Theme","Category","Publisher","PublicationYear","ISBN","CoverType","Origin","Shelf","CopiesNo","FotocopiesNo","Includes"
"508","DELTA Exploration Action Workplan","This document contains the essential information supplied to all interested parties for the 1988 DELTA Call for Proposal.","report","Commission of the European Communities","1988","","paperback","CS","G117","1","0",""
"509","DELTA Returned Questionnaires Versions 1.1 & 1.2 Combined, ΔΕΛΤΑ","It includes DELTA returned Questionnaires, Version 1.1 &1.2 combined.","report","Commission of the European Communities","1987","","paperback","CS","G117","1","0",""
"511","Esprit '91 Conference Proceedings","Proceedings of the Annual Esprit Conference, Brussels, 25-29 November 1991","proceedings","ECSC-EEC-EAEC","1991","9282629058","hardbound","CS","G123","1","0",""
"512","Esprit 1987 Annual Report","In this report a selection of the most important industrial achievements of ESPRIT during 1987 is presented.","report","ECSC-EEC-EAEC","1988","9282583791","paperback","CS","CS-LIB","1","0",""
"513","Esprit 1989 Annual Report","In this report a selection of the most important industrial achievements of ESPRIT during 1989 is presented.","report","ECSC-EEC-EAEC","1990","9282616398","paperback","CS","CS-LIB","1","0",""
"514","Esprit Eurocontact Database","Eurocontact database","directory","Commission of the European Communities","1989","","paperback","CS","G117","1","0",""
"515","Esprit Information Package 1993 Call for Proposals","Part A, Part B describe how to submit proposals","report","Commission of the European Communities","1993","","paperback","CS","G117","1","0",""
"516","Esprit Information Package for the Submission of Proposals to the European Strategic Programme for R","Esprit projects","report","Commission of the European Communities","1989","","paperback","CS","CS-LIB","3","0",""
"517","Esprit Open Microprocessor Systems Initiative","Summaries of Esprit projects, December 1993","guide","Commission of the European Communities","1994","9282672905","paperback","CS","CS-LIB","1","0",""
"518","Esprit Progress and Results 1990/91","Microelectronics, Information processing systems, Advanced business and home systems, Computer integrated manufacturing, Basic research, Information exchange system","report","Commission of the European Communities","1991","928263132X","paperback","CS","GUIB-LIB","1","0",""
"519","Esprit Project Synopses Advanced Information Processing","Esprit projects","guide","Commission of the European Communities","1986","","paperback","CS","CS-LIB","1","0",""
"520","Esprit Project Synopses Software Technology","Esprit projects","guide","Commission of the European Communities","1986","","paperback","CS","CS-LIB","1","0",""
"521","Esprit Results and Progress 1991/92","Specific Research and Technological Development Programme in the Field of Information Technology","book","Commission of the European Communities","1992","9282646955","paperback","CS","G120A","3","0",""
"522","Esprit Synopses Basic Research Actions and Working Groups, Volume 8 of a Series of 8","Esprit projects","guide","Commission of the European Communities","1989","","paperback","CS","CS-LIB","1","0",""
"523","Esprit the First Phase: Progress and Results","This report, prepared for submission to Council, and presents the results of the Programme.","report","Commission of the European Communities","1987","9282569160","paperback","CS","G117","2","0",""
"524","Esprit The Project Synopses Computer Integrated Manufacturing, Volume 6 of a Series of 8","Esprit projects","guide","Commission of the European Communities","1989","","paperback","CS","CS-LIB","2","0",""
"525","Esprit The Project Synopses Information Exchange System, Volume 7 of a Series of 8","Esprit projects","guide","Commission of the European Communities","1989","","paperback","CS","CS-LIB","1","0",""
"526","Esprit The Project Synopses Information Processing Systems Part I: ESPRIT I Projects Volume 3 of a S","Esprit projects","guide","Commission of the European Communities","1989","","paperback","CS","CS-LIB","2","0",""
"527","Esprit The Project Synopses Information Processing Systems Part II: ESPRIT II Projects Volume 4 of a","Esprit projects","guide","Commission of the European Communities","1989","","paperback","CS","CS-LIB","2","0",""
"528","Esprit The Project Synopses Microelectronics and Peripheral Technologies Volume 2 of a Series of 8","Esprit projects","guide","Commission of the European Communities","1989","","paperback","CS","CS-LIB","1","0",""
"529","Esprit The Project Synopses Office and Business Systems, Volume 5 of a series of 8","The overall strategic aim of the work currently in hand is to take advantage of emerging opportunities in office and business systems by facilitating the application of new technologies.","guide","Commission of the European Communities","1989","","paperback","CS","CS-LIB","2","0",""
"530","EUROAIM","This report concerns the BICEPS-EUROAIM Planning Exercise.","report","Commission of the European Communities","1986","","without cover","CS","G117","1","0",""
"531","European Information Technology Observatory 93","The Current Information Technology Situation and Perspectives in Europe.","report","Commission of the European Communities","1993","","paperback","CS","CS-LIB","1","0",""
"532","European Information Technology Observatory Update October 1993","The EITO presents the most comprehensive data about the IT market in Europe.","report","Commission of the European Communities","1993","","paperback","CS","CS-LIB","1","0",""
"533","European Social Policy Options for the Union Summary","The purpose of this document is to outline the pricipal themes of the Green Paper on social policy, and to reproduce the 65 questions contained therein.","report","Commission of the European Communities","1994","","paperback","CS","G122","1","0",""
"534","Ευρωπαϊκή Κοινωνική Πολιτική Επιλογές για την Ενωση Περίληψη","Το αντικείμενο αυτής της συνοπτικής παρουσίασης είναι να δώσει εμφαση στα κυριώτερα θέματα που θίγονται στο πράσινο βιβλίο και να αναπαράγει τις 65 ερωτήσεις που περιέχονται σ' αυτό το έγγραφο.","report","Commission of the European Communities","1994","","paperback","CS","G122","1","0",""
"535","Ευρωπαϊκή Κοινωνική Πολιτική Η Πορεία προς το Μέλλον για την Ενωση (Λευκό Βιβλίο)","Η Διατήρηση και η εξέλιξη του Ευρωπαϊκού κοινωνικού μοντέλου. Θέσεις εργασίας η βασική προτεραιότητα","report","Commission of the European Communities","1994","928268525X","paperback","CS","G122","1","0",""
"536","Guide for Applicants, Plan 1985-1988","This report refers to the first Multiannual plan for the stimulation of European scientific and technical cooperation and exchange.","report","Commission of the European Communities","1985","","paperback","CS","G120A","1","0",""
"538","Intelligent Cities (A Report from the RACE Workshop)","This report includes papers on Intelligent Cities","report","Commission of the European Communities","1990","","paperback","RACE","RACE-LIB","1","0",""
"539","Listing of the Organisations Participating or Interested in Participating in RACE Projects, OTR 201","This report contains the list of all RACE Contacts by Country Code.","report","Commission of the European Communities","1988","","paperback","CS","G120A","1","0",""
"540","National Host Workshop","Presentation of Candidate National Hosts, Brussels, June 16 and 17, 1994","report","Commission of the European Communities","1994","","paperback","CS","G120A","1","0",""
"541","Operation 1992, Advanced Communications-technologies in Europe, Consolidation of Results","This report concerns the investigation of requirements and options in the field of advanced communications-technologies in Europe.","report","Commission of the European Communities","1990","","paperback","CS","G120A","1","0",""
"542","Operation 1992, Advanced Communications-technologies in Europe, Rationale for European Cooperation i","This report concerns the results of an investigation of requirements and options in the field of advanced communications-technologies in Europe.","report","Commission of the European Communities","1989","","paperback","CS","G120A","1","0",""
